File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\biz\__init__.py,29,24,0,0,5,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\checkin\comp_checkin.py,197,136,0,19,61,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\checkin\comp_test.py,53,35,0,1,18,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\checkin\maya_checkin.py,1866,1356,17,210,510,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\checkin\maya_checkin_test.py,60,38,0,1,22,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\checkin\publisher.py,85,63,0,2,22,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\checkin\submission_checkin.py,74,54,0,4,20,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\checkin\__init__.py,19,15,0,0,4,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\command\code_update.py,149,105,0,16,44,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\command\snapshot_action.py,59,45,0,7,14,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\command\task_create_action.py,44,29,0,3,15,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\command\__init__.py,18,14,0,0,4,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\load\loader.py,1438,1047,1,121,391,1,0,1,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\load\loader_context.py,493,352,1,75,141,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\load\loader_test.py,102,64,0,3,38,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\load\__init__.py,15,13,0,0,2,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\queue\queue.py,235,165,1,28,70,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\queue\queue_index.py,36,27,0,1,9,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\queue\queue_wdg.py,102,71,0,3,31,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\queue\slave_startup.py,38,25,2,1,13,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\queue\win32_service.py,78,57,2,1,21,1,0,1,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\queue\__init__.py,15,13,0,0,2,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\render\qube_render_submit.py,473,302,5,33,171,1,0,2,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\render\render_cmd.py,306,195,1,6,111,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\render\render_cmd_builder.py,164,106,4,11,58,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\render\render_context.py,338,215,0,31,123,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\render\render_package.py,98,61,1,8,37,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\render\__init__.py,24,17,0,0,7,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\service\api_xmlrpc.py,5352,4058,82,633,1294,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\service\api_xmlrpc_test.py,195,130,3,3,65,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\service\base_sthpw_wdg.py,58,40,0,4,18,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\service\base_xmlrpc.py,636,445,0,40,191,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\service\tactic_remote.py,119,85,3,3,34,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\service\tactic_slave.py,94,71,3,3,23,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\service\__init__.py,15,14,0,0,1,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\site\admin_tab_wdg.py,155,104,0,12,51,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\site\asset_tab_wdg.py,292,194,1,16,98,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\site\client_tab_wdg.py,146,98,0,7,48,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\site\concept_tab_wdg.py,162,108,0,6,54,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\site\custom_project_tab_wdg.py,149,110,0,7,39,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\site\editorial_tab_wdg.py,380,264,1,18,116,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\site\main_tab_wdg.py,73,49,0,2,24,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\site\maya_tab_wdg.py,123,87,0,5,36,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\site\my_tactic_tab_wdg.py,452,325,0,27,127,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\site\overview_tab_wdg.py,224,155,0,8,69,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\site\preprod_tab_wdg.py,201,125,0,8,76,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\site\setup_tab_wdg.py,286,198,1,10,88,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\site\shot_tab_wdg.py,444,318,1,28,126,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\site\texture_tab_wdg.py,120,75,0,5,45,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\site\__init__.py,26,23,0,0,3,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\web\approval_manager_wdg.py,216,144,0,14,72,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\web\app_load_wdg.py,722,532,7,61,190,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\web\artist_view_wdg.py,175,112,0,13,63,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\web\asset_data_wdg.py,84,56,0,1,28,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\web\asset_detail_wdg.py,899,630,17,35,269,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\web\asset_filter_wdg.py,816,587,9,92,229,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\web\asset_history_wdg.py,486,368,8,41,118,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\web\asset_info_wdg.py,327,241,0,19,86,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\web\asset_library_wdg.py,37,22,0,1,15,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\web\asset_loader_wdg.py,1012,771,18,104,241,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\web\asset_task_creator_wdg.py,121,87,1,12,34,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\web\camera_info_wdg.py,50,34,0,1,16,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\web\composite_wdg.py,212,148,0,28,64,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\web\csv_import_wdg.py,381,266,0,34,115,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\web\frame_info_wdg.py,435,316,0,51,119,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\web\layout_summary_wdg.py,417,304,5,30,113,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\web\maya_set_wdg.py,247,173,2,11,74,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\web\prod_checkin_cbk.py,587,432,16,73,155,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\web\prod_checkin_wdg.py,2191,1632,15,209,559,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\web\prod_context.py,51,32,0,4,19,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\web\prod_input_wdg.py,530,400,3,42,130,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\web\prod_setup_wdg.py,28,20,0,0,8,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\web\prod_table_element_wdg.py,105,70,0,7,35,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\web\prod_wdg.py,209,166,5,23,43,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\web\publish_log_wdg.py,146,106,2,9,40,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\web\render_wdg.py,208,150,1,24,58,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\web\shot_instance_adder_wdg.py,966,656,1,117,310,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\web\shot_navigator_wdg.py,511,372,16,62,139,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\web\sobject_checkin_wdg.py,149,90,0,10,59,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\web\sobject_planner_wdg.py,385,268,4,40,117,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\web\sobject_task_wdg.py,91,57,0,2,34,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\web\sobject_upload_wdg.py,683,488,4,60,195,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\web\statistics_wdg.py,146,105,3,17,41,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\web\submission_wdg.py,737,572,13,58,165,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\web\task_manager_wdg.py,519,378,1,58,141,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\web\texture_wdg.py,470,324,0,44,146,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\web\version_history_wdg.py,111,82,0,12,29,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\web\version_wdg.py,234,186,0,35,48,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\prod\web\__init__.py,73,49,0,0,24,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\cache.py,204,126,3,14,78,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\database_impl.py,2864,2183,41,447,681,2,0,2,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\database_test.py,116,79,0,1,37,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\db_introspect.py,174,114,1,8,60,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\exception_log.py,77,52,0,3,25,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\relationship_test.py,121,78,0,3,43,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\search.py,6124,4000,74,828,1327,3,797,2121,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\search_template_test.py,79,48,0,1,31,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\search_test.py,807,582,4,21,225,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\sobject_config.py,289,184,5,35,105,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\sobject_default_config.py,251,181,0,23,70,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\sobject_log.py,95,53,0,3,42,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\sobject_mapping.py,39,26,1,6,13,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\sql.py,3110,2312,35,445,798,1,0,1,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\sql_dumper.py,526,390,2,61,136,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\sql_test.py,429,324,6,5,105,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\transaction.py,1541,1153,19,156,388,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\transaction_log.py,347,254,3,37,93,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\transaction_state.py,99,69,0,7,30,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\transaction_test.py,270,193,0,7,77,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\widget_db_config.py,770,557,7,108,213,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\__init__.py,34,25,0,0,9,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\upgrade\data_dumper.py,45,31,0,3,14,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\upgrade\data_summary.py,60,40,0,3,20,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\upgrade\schema_dumper.py,93,66,0,11,27,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\upgrade\sql_convert.py,99,66,0,8,33,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\upgrade\sql_parser.py,387,260,4,55,127,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\upgrade\sql_reporter.py,248,165,0,40,83,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\upgrade\summary.py,68,44,0,3,24,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\upgrade\upgrade_db.py,256,202,0,29,54,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\upgrade\__init__.py,14,13,0,0,1,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\upgrade\mysql\bootstrap_load.py,121,84,0,10,37,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\upgrade\mysql\sql_convert.py,75,49,1,7,26,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\upgrade\mysql\__init__.py,15,12,0,0,3,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\upgrade\oracle\bootstrap_load.py,97,68,0,9,29,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\upgrade\oracle\sql_convert.py,66,41,0,5,25,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\upgrade\oracle\__init__.py,15,12,0,0,3,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\upgrade\postgresql\bootstrap_load.py,126,88,0,12,38,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\upgrade\project\base_upgrade.py,174,132,2,17,42,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\upgrade\project\config_upgrade.py,598,449,52,0,149,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\upgrade\project\config_upgrade_SQLServer.py,494,386,33,0,108,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\upgrade\project\default_upgrade.py,24,16,0,0,8,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\upgrade\project\design_upgrade.py,30,19,0,0,11,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\upgrade\project\effects_upgrade.py,38,23,2,0,15,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\upgrade\project\game_upgrade.py,86,62,9,0,24,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\upgrade\project\prod_upgrade.py,1039,778,146,0,261,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\upgrade\project\simple_upgrade.py,81,65,4,0,16,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\upgrade\project\sthpw_upgrade.py,2493,1834,277,9,659,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\upgrade\project\sthpw_upgrade_SQLServer.py,2563,1943,441,7,620,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\upgrade\project\unittest_upgrade.py,98,73,10,0,25,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\upgrade\project\__init__.py,25,22,0,0,3,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\upgrade\schema2\config_schema.py,374,321,18,5,53,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\upgrade\schema2\prod_schema.py,636,587,70,4,49,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\upgrade\schema2\sthpw_schema.py,1316,1202,79,4,114,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\upgrade\schema2\unittest_schema.py,184,152,7,4,32,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\upgrade\sqlite\bootstrap_load.py,118,81,0,10,37,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\upgrade\sqlite\schema_dump_cmd.py,162,119,0,3,43,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\upgrade\sqlite\sql_convert.py,74,46,0,7,28,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\upgrade\sqlite\upgrade_convert.py,78,49,0,6,29,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\upgrade\sqlite\__init__.py,15,12,0,0,3,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\upgrade\sqlserver\bootstrap_load.py,118,81,0,10,37,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\upgrade\sqlserver\sql_convert.py,160,111,1,14,49,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\search\upgrade\sqlserver\__init__.py,15,12,0,0,3,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\security\access_manager.py,590,440,6,98,150,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\security\access_rule.py,171,120,0,27,51,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\security\authenticate.py,144,103,0,8,41,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\security\authenticate_test.py,142,93,0,3,49,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\security\batch.py,197,127,0,12,70,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\security\crypto_key.py,86,60,0,7,26,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\security\security.py,1849,1324,4,263,525,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\security\security_test.py,621,474,14,12,147,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\security\watermark.py,118,86,0,14,32,1,0,1,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\security\__init__.py,20,17,0,0,3,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\unittest\environment.py,82,55,0,4,27,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\unittest\person.py,38,24,0,1,14,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\unittest\testsuite.py,105,82,0,7,23,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\unittest\test_trigger.py,46,36,1,4,10,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\unittest\__init__.py,16,14,0,0,2,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\web\app_server.py,853,627,2,80,226,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\web\cache_startup.py,238,174,5,12,64,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\web\callback.py,25,17,0,0,8,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\web\cherrypy30_adapter.py,196,125,1,23,71,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\web\cherrypy30_startup.py,373,266,12,30,107,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\web\cherrypy_adapter.py,303,204,1,50,99,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\web\cherrypy_startup.py,487,347,9,46,140,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\web\command_delegator.py,119,80,0,9,39,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\web\event_container.py,150,96,0,13,54,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\web\html_wdg.py,1518,1154,30,242,364,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\web\html_wdg_test.py,73,47,0,1,26,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\web\mod_python_wrapper.py,102,65,1,15,37,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\web\monitor.py,323,236,0,34,87,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\web\palette.py,417,314,9,53,103,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\web\simple_app_server.py,116,83,0,7,33,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\web\translation.py,71,52,0,9,19,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\web\url_security.py,83,52,0,7,31,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\web\webware_adapter.py,202,136,1,31,66,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\web\web_app.py,80,52,0,4,28,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\web\web_app_test.py,40,19,0,1,21,0,0,0,0,0
