File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\3rd_party\CherryPy-3.2.0rc1\cherrypy\test\test_encoding.py,346,298,7,10,48,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\3rd_party\CherryPy-3.2.0rc1\cherrypy\test\test_etags.py,88,71,3,4,17,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\3rd_party\CherryPy-3.2.0rc1\cherrypy\test\test_http.py,183,154,2,19,29,1,0,1,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\3rd_party\CherryPy-3.2.0rc1\cherrypy\test\test_httpauth.py,161,128,7,18,33,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\3rd_party\CherryPy-3.2.0rc1\cherrypy\test\test_httplib.py,33,26,0,1,7,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\3rd_party\CherryPy-3.2.0rc1\cherrypy\test\test_json.py,78,61,6,9,17,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\3rd_party\CherryPy-3.2.0rc1\cherrypy\test\test_logging.py,154,115,2,5,39,3,0,5,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\3rd_party\CherryPy-3.2.0rc1\cherrypy\test\test_mime.py,106,51,1,2,17,2,38,89,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\3rd_party\CherryPy-3.2.0rc1\cherrypy\test\test_misc_tools.py,205,156,8,9,40,9,9,30,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\3rd_party\CherryPy-3.2.0rc1\cherrypy\test\test_objectmapping.py,395,296,9,28,99,5,0,9,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\3rd_party\CherryPy-3.2.0rc1\cherrypy\test\test_proxy.py,136,106,3,10,30,5,0,6,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\3rd_party\CherryPy-3.2.0rc1\cherrypy\test\test_refleaks.py,124,96,2,18,28,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\3rd_party\CherryPy-3.2.0rc1\cherrypy\test\test_request_obj.py,729,580,16,54,135,8,14,46,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\3rd_party\CherryPy-3.2.0rc1\cherrypy\test\test_routes.py,70,49,3,4,21,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\3rd_party\CherryPy-3.2.0rc1\cherrypy\test\test_session.py,468,388,7,35,80,1,0,1,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\3rd_party\CherryPy-3.2.0rc1\cherrypy\test\test_sessionauthenticate.py,70,47,1,4,23,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\3rd_party\CherryPy-3.2.0rc1\cherrypy\test\test_states.py,446,363,3,22,83,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\3rd_party\CherryPy-3.2.0rc1\cherrypy\test\test_states_demo.py,67,51,2,7,16,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\3rd_party\CherryPy-3.2.0rc1\cherrypy\test\test_static.py,309,259,9,29,50,1,0,1,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\3rd_party\CherryPy-3.2.0rc1\cherrypy\test\test_tools.py,406,334,16,22,72,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\3rd_party\CherryPy-3.2.0rc1\cherrypy\test\test_tutorials.py,211,166,2,3,45,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\3rd_party\CherryPy-3.2.0rc1\cherrypy\test\test_virtualhost.py,114,90,4,7,24,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\3rd_party\CherryPy-3.2.0rc1\cherrypy\test\test_wsgiapps.py,118,87,0,16,31,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\3rd_party\CherryPy-3.2.0rc1\cherrypy\test\test_wsgi_ns.py,88,59,5,12,29,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\3rd_party\CherryPy-3.2.0rc1\cherrypy\test\test_wsgi_vhost.py,46,26,1,6,20,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\3rd_party\CherryPy-3.2.0rc1\cherrypy\test\test_xmlrpc.py,176,135,5,18,41,3,0,9,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\3rd_party\CherryPy-3.2.0rc1\cherrypy\test\webtest.py,598,507,1,117,91,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\3rd_party\CherryPy-3.2.0rc1\cherrypy\test\__init__.py,6,3,0,0,3,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\3rd_party\CherryPy-3.2.0rc1\cherrypy\tutorial\bonus-sqlobject.py,169,125,0,7,44,4,0,8,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\3rd_party\CherryPy-3.2.0rc1\cherrypy\tutorial\tut01_helloworld.py,36,27,0,2,9,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\3rd_party\CherryPy-3.2.0rc1\cherrypy\tutorial\tut02_expose_methods.py,29,20,0,3,9,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\3rd_party\CherryPy-3.2.0rc1\cherrypy\tutorial\tut03_get_and_post.py,50,38,0,7,12,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\3rd_party\CherryPy-3.2.0rc1\cherrypy\tutorial\tut04_complex_site.py,93,69,0,5,24,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\3rd_party\CherryPy-3.2.0rc1\cherrypy\tutorial\tut05_derived_objects.py,79,60,0,5,19,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\3rd_party\CherryPy-3.2.0rc1\cherrypy\tutorial\tut06_default_method.py,60,46,0,5,14,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\3rd_party\CherryPy-3.2.0rc1\cherrypy\tutorial\tut07_sessions.py,40,27,1,2,13,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\3rd_party\CherryPy-3.2.0rc1\cherrypy\tutorial\tut08_generators_and_yield.py,42,28,0,4,14,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\3rd_party\CherryPy-3.2.0rc1\cherrypy\tutorial\tut09_files.py,100,77,1,7,23,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\3rd_party\CherryPy-3.2.0rc1\cherrypy\tutorial\tut10_http_errors.py,78,59,2,3,19,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\3rd_party\CherryPy-3.2.0rc1\cherrypy\tutorial\__init__.py,3,2,0,0,1,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\3rd_party\CherryPy-3.2.0rc1\cherrypy\wsgiserver\ssl_builtin.py,70,56,3,8,14,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\3rd_party\CherryPy-3.2.0rc1\cherrypy\wsgiserver\ssl_pyopenssl.py,242,197,2,32,45,2,0,2,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\3rd_party\CherryPy-3.2.0rc1\cherrypy\wsgiserver\__init__.py,2075,1771,9,369,304,13,0,13,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\doc\verify_aliases.py,39,26,0,4,13,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\asset_security.py,150,107,0,22,43,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\bin\check_code.py,28,19,0,0,9,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\bin\get_md5.py,48,42,0,8,6,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\bin\js_compactor.py,99,76,0,12,23,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\bin\make_locale.py,114,79,0,7,35,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\bin\monitor.py,33,24,0,2,9,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\bin\monitor_dev.py,30,23,0,2,7,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\bin\startup.py,166,120,0,15,46,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\bin\startup_dev.py,157,114,0,14,43,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\bin\upgrade_db.py,165,138,1,26,27,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\bin\example\add_flash_shot.py,72,55,0,6,17,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\bin\example\add_shot.py,73,56,0,6,17,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\bin\fixes\fix_duplicate_file_code.py,105,72,0,7,33,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\bin\fixes\fix_is_latest_snapshot.py,89,70,0,4,19,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\bin\fixes\fix_relative_dir.py,119,85,0,12,34,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\bin\fixes\fix_search_code.py,81,56,2,13,25,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\bin\fixes\fix_submission.py,78,54,0,7,24,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\bin\fixes\mod_task.py,57,41,0,7,16,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\bin\fixes\mod_widget_config_code.py,46,31,0,3,15,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\bin\fixes\remap_codes.py,61,34,0,6,27,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\bin\util\change_db_info.py,190,136,0,21,54,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\bin\util\create_template.py,84,59,0,4,25,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\bin\util\email_test.py,44,35,0,4,9,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\bin\util\package_api.py,95,62,1,7,33,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\bin\util\populate_sobject_list.py,90,65,2,6,25,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\bin\util\reset_admin_password.py,34,25,0,0,9,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\bin\util\server_scan.py,107,82,3,6,25,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\bin\util\set_version.py,175,149,0,7,26,1,0,1,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\__init__.py,15,11,0,0,4,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\bin\create_project.py,65,48,4,3,17,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\bin\get_ticket.py,90,66,0,8,24,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\examples\bootstrap_get_tactic_server_example.py,215,180,0,13,35,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\examples\checkin.py,79,62,0,7,17,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\examples\checkin_pipeline.py,79,62,0,7,17,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\examples\checkin_plates.py,75,59,1,7,16,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\examples\checkin_render.py,160,133,1,20,27,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\examples\checkin_render_layer.py,151,126,1,16,25,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\examples\checkin_shot.py,68,54,0,5,14,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\examples\checkout.py,73,57,0,6,16,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\examples\ping.py,42,32,0,1,10,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\examples\query.py,60,43,0,2,17,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\examples\query_shot.py,48,35,0,1,13,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\examples\submit_dailies.py,204,167,2,18,37,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\tactic_client_lib\cgapp.py,323,216,1,19,107,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\tactic_client_lib\tactic_server_stub.py,3611,213,2,23,59,1,3339,12895,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\tactic_client_lib\__init__.py,31,23,0,1,8,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\tactic_client_lib\application\__init__.py,12,11,0,0,1,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\tactic_client_lib\application\common\application.py,40,25,0,2,15,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\tactic_client_lib\application\common\application_old.py,316,196,0,14,120,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\tactic_client_lib\application\common\introspect.py,77,49,1,3,28,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\tactic_client_lib\application\common\node_data.py,133,88,1,15,45,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\tactic_client_lib\application\common\session.py,142,96,1,11,46,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\tactic_client_lib\application\common\tactic_node_util.py,190,123,0,12,67,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\tactic_client_lib\application\common\__init__.py,17,15,0,0,2,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\tactic_client_lib\application\maya\maya_app.py,280,197,0,40,83,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\tactic_client_lib\application\maya\__init__.py,14,12,0,0,2,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\tactic_client_lib\common\common.py,48,35,0,2,13,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\tactic_client_lib\common\upload_multipart.py,188,136,1,16,52,1,0,1,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\tactic_client_lib\common\__init__.py,15,13,0,0,2,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\tactic_client_lib\interpreter\callback.py,139,96,0,5,43,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\tactic_client_lib\interpreter\examples.py,94,61,0,2,33,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\tactic_client_lib\interpreter\handler.py,229,154,5,25,75,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\tactic_client_lib\interpreter\interpreter.py,249,180,5,24,69,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\tactic_client_lib\interpreter\pipeline.py,108,76,2,19,32,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\tactic_client_lib\interpreter\__init__.py,17,15,0,0,2,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\tactic_client_lib\test\handler.py,45,28,0,1,17,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\tactic_client_lib\test\__init__.py,14,12,0,0,2,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\test\application_api_test.py,253,166,2,2,87,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\test\client_api_test.py,2009,1497,74,48,512,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\test\expression_test.py,104,73,2,3,31,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\test\maya_test.py,107,70,0,5,37,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\test\pipeline_test.py,126,93,1,4,33,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\test\sample3d_test.py,191,129,2,6,62,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\client\test\transaction_test.py,19,12,4,0,7,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\context\client\checkin.py,1242,953,10,139,289,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\context\client\common.py,119,91,0,17,28,2,0,5,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\context\client\create_set_asset.py,104,73,0,5,31,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\context\client\node_data.py,52,35,0,1,17,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\context\client\tactic_introspect.py,291,219,0,26,72,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\context\client\tactic_load.py,97,65,0,2,32,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\context\client\tactic_select.py,310,238,2,44,72,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\context\client\__init__.py,14,11,0,0,3,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\context\client\pyasm\__init__.py,13,11,0,0,2,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\contrib\widget\nuke_popup_wdg\init.py,4,2,1,0,2,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\contrib\widget\nuke_popup_wdg\tactic_nuke_server.py,79,62,1,6,17,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\dateutil\easter.py,93,72,0,5,21,10,0,10,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\dateutil\parser.py,887,796,3,170,91,7,0,7,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\dateutil\relativedelta.py,433,387,1,66,46,6,0,6,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\dateutil\rrule.py,1098,1021,5,257,76,5,1,6,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\dateutil\tz.py,952,827,5,207,125,4,0,7,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\dateutil\tzwin.py,181,139,1,23,42,2,0,2,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\dateutil\__init__.py,10,8,0,0,2,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\dateutil\zoneinfo\__init__.py,88,76,0,16,12,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\install\install.py,861,670,5,97,191,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\install\apache\load_balance.py,137,100,2,12,37,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\install\backup\database_backup.py,34,22,0,1,12,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\install\data\tactic_paths.py,13,11,0,0,2,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\install\data\__init__.py,79,56,0,8,23,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\install\service\win32_service.py,99,68,0,4,31,1,0,1,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\install\template\sites\__init__.py,13,11,0,0,2,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\install\template\sites\example\context\Index.py,29,20,0,1,9,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\install\template\sites\example\context\Sthpw.py,28,18,0,1,10,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\install\template\sites\example\modules\base_index_wdg.py,46,31,0,0,15,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\install\template\sites\example\modules\header_wdg.py,51,38,0,1,13,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\install\template\sites\example\modules\main_tab_wdg.py,47,28,0,2,19,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\install\template\sites\example\modules\site_page.py,32,23,0,0,9,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\install\template\sites\example\modules\__init__.py,20,16,0,0,4,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\java\client_api\delegator.py,38,29,1,1,9,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\java\client_api\tactic\jep_init.py,47,36,1,2,11,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\java\client_api\test\delegator.py,29,22,0,0,7,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\mako\ast.py,144,124,0,13,20,1,0,1,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\mako\cache.py,55,42,2,5,13,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\mako\codegen.py,924,788,2,116,136,1,0,1,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\mako\exceptions.py,311,270,24,29,41,1,0,1,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\mako\filters.py,176,136,3,25,40,2,0,2,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\mako\lexer.py,415,365,5,84,50,1,0,1,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\mako\lookup.py,203,176,3,30,27,1,0,1,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\mako\parsetree.py,475,376,9,48,99,1,0,1,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\mako\pygen.py,269,210,0,42,59,1,0,1,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\mako\pyparser.py,407,380,4,60,27,1,0,1,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\mako\runtime.py,476,401,3,110,75,1,0,1,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\mako\template.py,409,348,0,39,61,1,0,1,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\mako\util.py,296,239,0,38,57,3,0,9,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\mako\_ast_util.py,835,709,10,117,126,1,0,1,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\mako\__init__.py,10,6,0,0,4,1,0,1,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\mako\ext\autohandler.py,58,44,0,16,14,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\mako\ext\babelplugin.py,124,106,1,16,18,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\mako\ext\preprocessors.py,20,14,0,1,6,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\mako\ext\pygmentplugin.py,102,89,2,0,13,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\mako\ext\turbogears.py,51,40,3,12,11,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\__init__.py,13,11,0,0,2,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\application\__init__.py,13,11,0,0,2,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\application\common\application.py,336,211,0,16,125,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\application\common\app_environment.py,278,208,0,38,70,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\application\common\base_app_info.py,512,376,6,66,131,0,5,14,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\application\common\client_trigger.py,78,52,1,3,26,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\application\common\dependency.py,92,62,0,7,30,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\application\common\node_data.py,140,97,1,17,43,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\application\common\session_builder.py,429,336,1,34,93,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\application\common\upload_multipart.py,163,119,1,15,44,1,0,1,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\application\common\__init__.py,21,19,0,0,2,0,0,0,0,0
C:\Dropbox\PythonProject\Projects\tactic-4.0.0.rc02\src\pyasm\application\common\interpreter\callback.py,139,96,0,5,43,0,0,0,0,0
